"ad_id","ad_subject","ad_body","ad_price"
11987883,"Cort klassikgitarre","super zustand..guter klang",140
11987882,"Winterräder Conti für VW, Skoda, etc","Zu verkaufen Winterrädersatz: Continental WinterContact 195/65 R15 MS, gekauft Dez. 2015, ca. 2'500 km. Auf 15-Zoll Felgen für VW, Skoda o.ä. (5-Lochkreis).",400
11987881,"alte Philips Koffer plattenspieler","ungetestet. keine funktionsgarantie.
versand 9 CHF",20
11987880,"Kleid gestreift","Schwarz-Weiss gestreiftes Kleid, knapp Knielänge, Grösse 38, nie getragen",10
11987879,"Glas Schachspiel","wegen Nichtgebrauchs",9
11987878,"Bike Marke Schwinn","Bike Marke Schwinn 21 Gang guter Zustand",90
11987877,"5 Coca Cola Glässer in OVP","5 Coca Cola Glässer

- 2x Nachahmung des legendären Glases von 1904 (1x lila, 1x grün Farbton)
- 1x Glas Ausgabe mit Kontur (blauer Farbton)
- 2x Olympische Spiele Torino 2006 Ausgabe (normale ""Glasfarbe"")

Abholen in Basel oder Übergabe Hauptbahnhof Zürich.",10
11987876,"5.1 Soundsystem komplett","Soundsystem Canton 5.1, inkl. Subwoofer und 2 Lautsprecherständer; Lautsprecherkabel",50
11987875,"Crocs Gummistiefel","Crocs Gummistiefel Grösse 8 (ca. 39)

Nur 1-2 mal getragen",65
11987874,"Finken, Grösse 25, gebraucht","Finken gebraucht. Gröase 25",3
11987873,"3er Bilderrahmen","- Nagelneuer Bilderrahmen (ist neu, habe aber keine Verwendung dafür)",5
11987872,"Überjacke für Hochzeitskleid","Überjacke für Hochzeitskleid, Marke Elizabeth Passion",25
11987871,"CD Player","Kinder CD Player

Batterie oder Netz beides möglich Netzteil nicht im Lieferumfang.

Gebraucht guter Zustand.

Versand nach Absprache möglich.",15
11987870,"Scaffali per cantina","Scaffali per cantina in legno, praticamente nuovi. 6 pezzi diritti e due angoli, il tutto per un totale di 60.-",60
11987869,"Schlafsack Odenwälder für Kinder, unwattiert, grosse Grösse","leichter Schlafsack von Odenwälder -  Babynest. unwattiert mit Reissverschluss. Grösse bis ca 2 Jahre. NR Haushalt ohne Haustiere. Wenig gebraucht. Abholung in 8832, Zürich oder zzgl Versand.",18
11987868,"Fallout 4 Anhänger Vault 111","Biete hier einen Anhänger im Vault 111 Look, neu ohne Verpackung, Durchmesser ca 3cm
Versandkosten im Preis inbegriffen",6
11987867,"Technics Equalizer","Technics Equalizer, Komponente eines Hifi Systems.",6
11987866,"Das Boot ist voll. Die Schweiz und die Flüchtlinge 1933-1945","""Das Boot ist voll!"" - Dieser Satz wurde während des Zweiten Weltkriegs von vielen Schweizern im Munde geführt. Rhetorisch verbrämt brachte er die Angst der Schweizer Bevölkerung vor einer Überfremdung durch jüdische Flüchtlinge zum Ausdruck. Das überlebenswichtige Asyl in der Schweiz wurde dem Grossteil von ihnen verwehrt.
Der Journalist und Schriftsteller Alfred A. Häsler setzte sich 1967 als einer der Ersten kritisch mit der Schweizer Flüchtlingspolitik auseinander und öffnete damit einer breiten Öffentlichkeit die Augen über dieses dunkle Kapitel der Schweizer Geschichte.

Ein hervorragendes Buch das einen tieferen Zusammenhang darüber gibt, was die Jüdin Hannah Arendt beim Eichmann Prozess mit der Banalität des Bösen meinte.

Heute wieder ein äusserst aktuelles Thema, sei es im Hinblick auf die Asylgesetzgebung in der Schweiz, die afrikanischen Flüchtlinge vor den Küsten der Mittelmeerländer oder die Migrationsbewegungen im Zuge der Globalisierung.

Alfred A. Häsler wurde 1921 in Wilderswil im Berner Oberland geboren. Er absolviert eine Typographenlehre in Interlaken. Ab 1939 erschienen von ihm u.a. in der ""Nation"" erste Artikel gegen die schweizerische Flüchtlingspolitik. Von 1958 bis1977 war er Redakteur bei der ""Tat"", 1964-1985 bei ""Ex Libris"", 1977-1984 bei der ""Weltwoche"", daneben arbeitete er als freier Mitarbeiter für Radio und Fernsehen. Er erhielt 1986 den Ehrendoktor der Theologischen Fakultät der Universität Zürich, ist Honorary Fellow der Hebräischen Universität Jerusalem und erhielt 1992 den Fischhof-Preis u.a. in Anerkennung für sein gesamtes literarisches Schaffen, in dem er insbesondere mit dem Buch ""Das Boot ist voll"" ein bleibendes Zeichen für seine Gesinnung setzte. Alfred A. Häsler starb am 7. April 2009 in Zürich.

Ex Libris Verlag, 2. Auflage 1968. Gebundene Ausgabe auf 364 Seiten. Illustriert.
Zustand des Buches: Sehr gut. Absolut sauber, keine Eselsohren, keine Risse, keine bestossene Ecken. Sauber eingebunden in durchsichtige Klebefolie.

zzgl. Versandkosten (7.00). Diese beinhalten die Portokosten innerhalb der Schweiz und die Verpackungskosten für das jeweilige Produkt. Beachten Sie auch meine weiteren Angebote.
Bei 5 Bücher, die Sie am gleichen Tag kaufen, bekommen Sie das günstigste gratis. Um Porto zu sparen, mache ich bei mehreren Artikeln ein einziges Päckli. Porto richtet sich dann nach Gewicht und Masse. 
Wenn Sie den Betrag am Postschalter mit Einzahlungsschein begleichen, so zahlen Sie bitte die Buchungsspesen, die entstehen, auf die Einzahlung dazu. Das Gleiche gilt für Gebühren bei PayPal-Einzahlung. Bitte nicht mit Briefmarken bezahlen.
Bei Fragen stehe ich gerne zur Verfügung.",6
11987865,"Ford Fiesta 1.4 16 V benzin","mfk 2013
getriebe halb automat",1300
11987864,"Rollkragen Pullover, Nr. 4","Zu verkaufen ein Mädchen Rollkragen Pullover grösse 98/104. Wurde von einem Kind getragen. Kann in Kriens abgeholt werden oder gegen Porto.",3
11987863,"Bademantel","Frottier Cawo Gr. 40
rosa/weiss gestreift",12
11987862,"Flauschiger Kapuzenpulli","Mega süsser Pulli mit Kapuze in Gr.92, kaum getragen",5
11987861,"Goldwage","Goldwage

Zustand gut, Antik.",110
11987860,"CD Wechsler Technics 110 +1","Der CD Wechsler von Technics hat insgesammt 110 CD' die im Musikbox Modus abgespielt werden können. Zusätzlich hat es ein weiteres CD Fach um z.B. einzelne CD, abzuspielen, die nicht dauerhaft im Gerät bleiben sollen. Guter Zustand des Geräts.Muss abgeholt werden.Nur Barzahlung!",120
11987859,"Bild (Engel-Mandala)","Selbstgemaltes Mandala, Engel-Sujet. Mit Rahmen, 50x50 cm. Kann gegen Porti-Aufpreis verschickt werden.",350
11987858,"Sterio anlage","sterio anlage mit 3 verschiedenen funktionen 2 boxen funktioniert einwandfrei wegen auflosung des hazshalts GÜNSTIG zu verkaufen mass 27 breit 33 hoch tief 16",10
11987857,"Vendo colmar","vendo colmar taglia 48, usata solo 3 mesi",250
11987855,"Iphone 6 plus 64gb","Neuwertig mit noch 1 Jahr garantie
Hat keinerlei kratzer weder im bildschirm noch im rahmen.
Wurde immer mit panzerglas und hülle benutzt",549
11987854,"Bilancia pesapersone","Vendo bilancia pesapersone digitale Solar Sense della Soehnle.
Funziona sia con luce solare che artificiale, non ha bisogno di batterie.

In ottimo stato, comprata a 69.95.- alla Coop, vendo a 40 fr.",40
11987853,"Set 2 Herpa 1: 87 3 x MAN 2 x mit Roskopf Auflieger","Set 2
3 x MAN Zugmaschienen 1:87
2 x Roskopf Auflieger 1:87
076 434 71 01",50
11987852,"NEU: IKEA Matratzenschoner (1.8x2m) (NP: 129.-)","Wir haben den Matratzenschoner in falscher Grösse gekauft. 
Neuer Rosendun Matratzenschoner von IKEA, Grösse 180x200cm, Artikelnummer: 602.524.10). 

Beschreibung: 
- Temperaturausgleichendes Futter passt sich der Körperwärme an und sorgt für gute Wärmeregulierung.
- Atmungsaktive Lyocell-Baumwollmischung im Bezug sorgt durch gute Belüftung und Feuchtigkeitsausgleich für angenehmes Schlafklima.
- Gummiband an den Ecken; kein Verrutschen.
- Eine gute Wahl für Stauballergiker, da waschbar bei 60°, einer Temperatur, die Milben abtötet.",59
11987851,"Michael Kors Tasche ( Dunkelblau)","gebraucht.
Abholung Barzahlung oder Per Post Fr 9.00 -. Voauszahlung",195
11987847,"Cassette Nintendo nes originali mega man super Mario","Vendo in blocco o separatamente le cassette che vedete in foto. Super Mario bros 3, Trojan e mega man sono particolarmente ricercati e collezionati. Il prezzo è indicativo.",5
11987846,"Visa Gloria Kinderhochstuhl","Original Visa Gloria Kinder Hochstuhl. Kann zu einem Spieltisch umgeklappt werden.
Hat Gebrauchspuhren ist aber voll funktionsfähig.",80
11987845,"Taxameter Taximeter Spiegeltaxameter","TaXyM Spiegeltaxameter

TECHNISCHE MERKMALE

Model: TaXyM T1
Operation Tendenz: 9-16V DC

Leistung: 4mA - 200mA

Abmessungen: 269 x 71 x 24mm

Gewicht: 258 g

Betriebstemp.: -15° C bis 85° C

K Constant: 1 - 80000

Garantie: 1 Jahr

CE Zertifizierung: ja

inkl. Programmiert

Preis: CHF 450.--

Allgemeine Leistungen
  passend für alle Fahrzeuge, leicht zu bedienen
  Programmier bar für alle Taxi-Tarife 
  mehrere Tarife Programmierbar
  Automatische Tarifumschaltung nach Strecken, Zeiten und Beträgen
  Tages Fahrt-Umsatzstatistik, Umsatzstatistik Löschung möglich
  Anzeige von Datum und Uhrzeit in FREI Modul möglich
  Anzeige von Wartezeit und Km im Besetzt Modul möglich
  Währung Umrechnung beim Kassieren CHF auf  möglich
 
Anschlussmöglichkeiten
  Versorgungsspannung
  Zündung
  Wegimpuls
  Dachzeichen",450
11987844,"BMW 116i ","Der Wagen ist in einem sehr guten Zustand . Er wurde auch nur durch eine Person gefahren (Frau). Alle Service wurden durch BMW gemacht. ",10500
11987843,"Neuwertiger Salontisch mit Glasplatte","Neuwertiger Salontisch mit Glasplatte in weiss (siehe Bild)",75
11987842,"Alfa 147 1.6","Biete Alfa 147 1.6
Verkauf ist ab Platz und ohne Garantie",1490
11987841,"Gregs Tagebuch 3 ""Ich war's nicht"" Der Film","Gregs Tagebuch 3 ""Ich war's nicht"" DVD
Nach den Bestseller-Büchern
Ab 0

Sehr Guten Zustand",8
11987840,"Cofra Sicherheitsschuhe","Sicherheitsschuhe der Marke Cofra! einmal angehabt. grösse 39",55
11987839,"schwarze Stoffhose / Anzugshose, Gr. 36","Ich biete eine schwarze Stoffhose / Anzugshose Gr. 36 an. Es fehlt ein schwarzer Knopf aber sonst ist sie in super Zustand. 
Kein Versand. Nur Abholung.",10
11987838,"KTM 990 Adventure Tankabdeckung Links","Tankabdeckung unten links
mit leichten Gebrauchsspuren",30
11987837,"Damenvelo","Umständehalber ist ein NEUWERTIGES Qualitäts-Damenfahrrad CrossWave (Migros) zu verkaufen:
Grösse 48/50cm, 28"" Räder, hochwertige Shimano-Komponenten (Deore), Suntur-Federgabel, gefederte Sattelstütze, Licht, Gepäckträger etc. Velo wurde sehr wenig gefahren und ist unfallfrei! NP Fr. 995.--
Region Freiburg-Bern. Für weitere Auskünfte: 077/431 1988",500
11987836,"Bodys für Mädchen grösse 56","4 ohne arm Bodys
5 Bodys
aus rauch und tierfreiem Haushalt. kann gegen übernahme der versandkosten auch verschickt werden.",15
11987835,"Stamm Erometer","Hallo biete neuwertiges Ergometer dieser Marke mit verschiedenen Programmen und Pulsmesser bei Interesse einfach melden",59
11987834,"205/55/16 Nokian Winter 6&7 mm profil","4 Winterreifen preis inkl. Montage. 205/55/16 Nokian",189
11987833,"Matschjacke Gr.98","Matschjacke ohne Schäden, ideal für den Herbst",2
11987832,"Zeigtaschen A 5 glatt ""Biella"" à 50Stk","Zeigtaschen A 5 glatt ""Biella"" à 50Stk

8 x mit weissen Rand  6 x transparenter Rand, etwas staubig sonst top Zustand",20
11987831,"1Kuckuckswels","Wegen Atrenumstellung 1 Kuckuckswels abzugeben.

Muss abgeholt werden.",10
11987828,"Elsass reiseführer","reiseführer elsass, gebraucht",3
11987827,"Unterrock für Hochzeitskleid","Unterrock für Hochzeitskleid mit Ring, Grösse L",5
11987826,"Honda Hornet 900","Tiefergelegt ideal für kleine Personen, Sitzhöhe 75cm, 71000km, Dazu Orginalfederbein und Orginalsattel,",2200
11987825,"zu verkaufen ab platz,, allrad defekt !!Fr. 600","vw combi",600
11987824,"Motorrad Bekleidung","Herren Motorrad Bekleidung Marke IXS Farbe Schwarz Gr. XXL Tex Membrane Model Cordura mit Protektoren sehr gute Qualität neuwertig.",490
11987823,"Fernseher mit Video","Zu verkaufen Fernseher mit Video. sehr guter Zustand.",100
11987822,"DI-524 54Mbit Wireless IP-Router plus Switch","WLAN Router/Switch für 54Mbit WLAN Verbindung

Marke: D-Link
Artikelgewicht: 222 g
Produktabmessungen: 14,2 x 10,9 x 3,1 cm
Modellnummer: DI-524/DE
WLAN Typ: 802.11B, 802.11G",5
11987821,"ALFA ROMEO MiTo 1.6 JTD Distinctive","** Eintauschfahrzeug ab Platz**

- 12 Monate Garantie gegen Aufpreis
- letzte MFK und Service 25.11.15
- Aluwinterräder 17 Zoll

weitere Fotos folgen...",4890
11987820,"Avent Schoppenwärmer","Gebrauchter Avent Schoppenwärmer. Funktionoert einwandfrei auch für andere Schoppenflaschen geeignet. Abholung oder Postversand. Bei Postversand fallen Portokosten an.",10
11987819,"Esstisch","Holztisch in gutem Zustand
Dimensionen: 160x95cm
Dazu 4 Stühle aus Kunstleder mit Holzbeinen (Stühle 2 Monate alt)
Abholbar ab 24.09.16
(muss abgeholt werden)",250
11987818,"dirndl damen","nur zwei mal getragen | in top qualität | von fuchs trachtenmode",95
11987817,"Neue Tasche","Nicht orginale Michael Kors Tasche
Nie getragen. 
Muss abgeholt werden",45
11987816,"Caméra de recul","Caméra de recul waterproof facile à connecter.",35
11987815,"Fishbone jaken M","fast neu",10
11987813,"Studentenjob im Service jeden Samstag Abend 20 % in Zürich","Die Chässtube Rehalp sucht per sofort eine selbstständige und branchenerfahrene Mitarbeiterin für jeden Samstag Abend und evtl. noch weitere Abende während der Hochsaison im Winter und als Aushilfe im Sommer.

Bist du eine junge, dynamische und fröhliche Persönlichkeit mit grosser Freude an der Gastronomie? Mit viel Leidenschaft übernimmst du gerne Verantwortung und sprichst Schweizerdeutsch, Englisch und evtl weitere Fremdsprachen? Schnelligkeit, Flexibilität und ein grosses Dienstleistungsbewusstsein gehören ebenso zu deinem Profil?

Dann bewirb dich gleich jetzt mit Lebenslauf und Foto!",NA
11987812,"kinderrutschbahn","kinderrutschbahn abzugeben
wurde nur draussen gebraucht",10
11987810,"Wandteller ""Der Maurer""","Schöner Teller zum Aufhängen an der Wand. Sujet ""Der Maurer"".",7
11987809,"VW GOLF 2900 VR6 Syncro mit Klima ","Günstig zu verkaufen VW Golf 2900 Syncro mit Leder, Klima, CD Player, 8 Alufelgen, Gewindf. . .  USW
Für weitere fragen bin ich erreichbar unter 0779406648 ",1350
11987808,"Turnsack / Tasche","Turnsack / Tasche mit einer Eule",6
11987807,"Gymnastic-/Sitzball","Oranger Gymnastic-/Sitzball Grösse: Durchmesser: 53cm. Kann zuzüglich Versandspesen von CHF 7.-- auch verschickt werden.",5
11987806,"warmer Schlafsack Grösse bis ca 2 Jahre","Warmer Schlafsack von Vertbaudet. passend bis ca 2 Jahre. mit Reissverschluss. Gebraucht aber in sehr gutem Zustand. waschbar bis 40 Grad. NR Haushalt ohne Haustiere. Abholung in 8832, Zürich oder Versand zzgl Kosten.",12
11987805,"Xbox One 500 GB Schwarz Originalverpackung 6 Monate alt mit","Konsole gekauft im März 2016 mit Kassenbon und Garantie. Originalzubehör mit zwei Controllern und vier Spielen.",150
11987804,"Spiegel / Wandspiegel","Weiss Wandspiegel im sehr guter Zustand.
Grösse 150x74cm.

Muss abgeholt werden.",30
11987803,"Bettgestell","Bettgestell weiss grösste grösse. Passt zu allem. ",100
11987802,"Adidas Yohji Yamamoto Y-3","Verkaufe meine Y-3 Schuhe. Sie sind die Disigner Marke von Adidas und wer die Marke kennt, weiss wovon ich rede. Die schuhe sind aus leder und die Schuhe sind nicht dreckig, sondern von Designer so gewollt. getragen aber in einem guten zustand. 
grösse 38-39",100
11987801,"Buben Jacke","Sehr warmes Jacke zu verkaufen, wenig gebraucht.
Grösse 128-134",15
11987800,"Mammut Regenjacke Gore-Tex xcr","Mammut Regenjacke   Gore-Tex xcr
Farbe: Blau 
Grösse: M
verfügt über 2 Reissverschlüsse. An den 2 Aussentaschen sind diese auch versiegelt. Ausserdem ist sie absolut wasserdicht und super belüftet wie man das von Gore-Tex Produkten kennt. 
Die Jacke ist normal  Gebraucht (nicht im alltäglichen Gebrauch) und gepflegt. 

Outdoor Camping hiking wander Berg Regen kletter Wald  Ausrüstung",70
11987798,"Playboy T-Shirt, schwarz","- Farbe: schwarz
- Material: Baumwolle mit Elasthan
- Grösse: M 
- Länge ca. 58 cm (siehe Foto) 
- Breite ca. 41 cm (siehe Foto) 
- nur 1x getragen  

- Bei Versand: B-Post Porto Fr. 7.-",4
11987797,"Mobili Salone Parrucchiera","Svendo per cessata attività mobilio per salone da parrucchiera (ideale anche per piccolo salone privato):

- 2 sedie regolabili marca Muster
- 2 postazioni complete di mobiletto laterale
- 1 mobile da ricezione/cassa

Tutto usato ma ancora in ottimo stato. Da ritirare IN BLOCCO a Bioggio al più presto.

Svendo tutto insieme a soli 150 CHF.

P.f. Solo seri interessati e no perditempo. Grazie.",150
11987796,"Nintendo DS Lite Dunkelblau/Schwarz","Nintendo DS Lite Dunkelblau/Schwarz inklusive Etui, Ladekabel CH/USA/Auto und 3 Spieleboxen",80
11987795,"Skibrille x-treme (Grösse S)","Wenig benutzt und in Originalverpackung.

Bei Versand kommen Versandkosten dazu.",10
11987794,"Damenschuhe Gr. 40","Damenschuhe Marke Navyboot echt Leder, schwarz, Gr. 40",15
11987793,"Ordner A5","A 5 Ordner / Bundesordner 2 x gelb,3 x blau, 1 grün",10
11987792,"Übergangsjacke Gr.98","blaue Jacke, keine Schäden",5
11987791,"Wilhelm Busch","Sechs Einzelbände wie neu und ein gebrauchtes Gesamtwerk des berühmten Autors.",20
11987790,"Tragoner-Offiziersäbel","Tragoner-Offiziersäbel",150
11987789,"Yakumo Monitor","Monitor von Yakumo TFT 17 XPT
lange nicht gebraucht

Nur Abholung!",5
11987788,"Handtücher","écru
45x28 cm und 65x35",8
11987787,"Lampada Artemide","Lampada a stelo marca Artemide di colore nero. Per informazioni scrivete un'e-mail o tramite whatsapp.",300
11987785,"Gregs Tagebuch 8 ""Echt Übel""","Gregs Tagebuch 8 ""Echt Übel""
Die Bestsellerserie
Ein Comic-Roman
von Jeff Kiney

Sehr Guten Zustand",7
11987784,"Verkäuferin 60 %, 01.10. - 31.12.2016 im Lolipop Volketswil","Wir suchen ab Anfang Oktober für die Lolipop Filiale im Einkaufscenter Volkiland ca. 60 % ( 5 Tage / Woche inklusive Samstag ) eine freundliche, flexible und motivierte Verkäuferin.

Sie sind zwischen 20 und 30 Jahre jung, haben Freude am Verkaufen, sind kreativ und können sich vorstellen, mit Candies/Süssigkeiten in allen Formen und Farben zu arbeiten? Sie haben eine seriöse Einstellung, nehmen ihre Arbeit ernst und sind bereit Verantwortung zu übernehmen?

Die Anstellung ist befristet bis Ende Jahr.

Haben wir Ihr Interesse geweckt, dann wenden Sie sich bitte mit Bewerbung und Foto an uns.",NA
11987783,"Snes GeGeGe no Kitarou: Revival Great King Tenma ","GeGeGe no Kitarou: Revival! Great King Tenma zu verkaufen für Super Nintendo (SNES)
 
 
 
Noch weitere Spiele zu verkaufen: Nintendo - Nes - Super Nintendo - Nintendo 64 - Gamecube - Wii - Wii U - Game Boy Color & Advance - Nintendo DS - Nintendo 3DS",5
11987782,"Wanduhr","Marke Kreuzpfeil. Lauft sehr gut und genau. Schönes Stück.",150
11987781,"Film: Wie ausgewechselt","- in sehr gutem Zustand (wurde erst einmal gebraucht) 
- auf Deutsch & Englisch
- Komödie
- 113 Minuten",5
11987780,"Handstaubsauger Akkusauger","Genialer Akkusauger von Dyson mit neuem Akku. 
Lag lange Zeit unbenutzt im Schrank, der alte Akku hat 
auch nicht mehr funktioniert. Jetzt habe ich einen neuen 
Akku gekauft, dieser hat 2000 mAh statt 1400 mAh 
im Originalzustand. Der Dyson saugt nun abartig stark.

Das Gerät ist voll funktionsfähig und wird so geliefert 
wie auf den Fotos abgebildet: Mit extra breiter Matratzendüse,
Flachfugendüse und Flachmöbelpinsel.

Der Akkusauger ist sehr sauber und sofort einsatzbereit.",65
11987779,"Kletterführer","diverse kletterführer, stückpreis 10 chf",10
11987778,"schöner Salontisch braun","mit 1 Regal, muss in Sutz bei Biel abgeholt werden.",100
11987777,"Blazer, schwarz, Gr. 34","Ich biete einen schwarzen Blazer in der Gr. 34. 
Kein Versand, nur Abholung.",5
11987776,"Trainer Adidas","Kinder Adidas Trainer Gr.98.

Getragen aber Top Zustand Versand möglich zuzüglich Porto.",45
11987775,"Thymian und Steine. Eine palästinensische Lebensgeschichte","Als Botschafterin der palästinensischen Sache ist sie zu einem Begriff geworden: Sumaya Farhat-Naser. Sie kommentiert am Radio politische Entwicklungen, im Fernsehen und an Veranstaltungen tritt sie als unpolemische Zeugin und engagierte Frauenvertreterin auf.
In 'Thymian und Steine' erzählt sie ihre Lebensgeschichte, die 1948, im Jahr der israelischen Staatsgründung beginnt. Wie ein Schatten wird die Leidensgeschichte des palästinensischen Volkes ihr Leben begleiten - ein Leben, das in seiner emanzipatorischen Ausrichtung exemplarisch ist für den Weg einer jüngeren palästinensischen Frauengeneration.
Die Autorin, selbst Christ und Palästinenserin, wirft mit ihrer Biographie so gut wie alle Stereotypen und Vorurteile über den Haufen, die man mit den Worten Israel oder Palästinenser verbindet.
Sie ist Dozentin an der einzigen Universität die es für Palästinenser gibt und ist sowohl politisch wie auch als Mutter und Dozentin sehr engagiert. Ihr Ziel ist es, zwischen Israeliten und Palästinensern zu vermitteln. Sie ist der festen Überzeugung, dass man mit Bildung, Aufklärung von Menschen und Verständnis für einander mehr erreicht als mit Gewalt und Terrorismus.

Lenos Verlag, 3. aktualisierte Auflage 2001. Tb 279 Seiten. 11 Seiten schwarz-weiss Fotos.

zzgl. Versandkosten (7.00). Diese beinhalten die Portokosten innerhalb der Schweiz und die Verpackungskosten für das jeweilige Produkt. Beachten Sie auch meine weiteren Angebote.
Bei 5 Bücher, die Sie am gleichen Tag kaufen, bekommen Sie das günstigste gratis. Um Porto zu sparen, mache ich bei mehreren Artikeln ein einziges Päckli. Porto richtet sich dann nach Gewicht und Masse. 
Wenn Sie den Betrag am Postschalter mit Einzahlungsschein begleichen, so zahlen Sie bitte die Buchungsspesen, die entstehen, auf die Einzahlung dazu. Das Gleiche gilt für Gebühren bei PayPal-Einzahlung. Bitte nicht mit Briefmarken bezahlen.
Bei Fragen stehe ich gerne zur Verfügung.",2
11987774,"Nile Langarm Shirt","Graues Nile Langarm Shirt, Grösse XL. Muss abgeholt werden bzw. allfällige Versandkosten gehen zu Lasten des Käufers.",20
11987771,"Badeanzug UV-Schutz, 2teilig, Gr 62/68","Kaum getragen, keine Gebrauchsspuren.

Ideal für (Herbst-)strandferien.
Reissverschluss auf der Rückseite.

Aus tierlosem Nichtraucher-Haushalt.

Gegen Vorauszahlung. Kann per A-Post verschickt werden (+ Fr. 2.-)",15
11987769,"Blusenkleid","Schönes Blusenkleid, Grösse 38, kurz",15
11987768,"Holzpuzzle Uhr","Das runde Zifferblatt dieser Puzzleuhr hat ca. 20cm Durchmesser.
Die farbenfrohen zahlen laden zum zählen und puzzeln ein.",5
11987767,"möbl WG-Zimmer zu vermieten","Bündnerin sucht ab sofort,  WG-Mitbewohner für geräumige 4.5-Zimmer-Whng,                Die Whng. hat Bad/WC und Dusche/WC, sowie einen schönen Gartensitzplatz.       Ideal wäre das Zimmer auch für Wochenaufenthalter, Bei Interesse bitte Tel, oder  SMS an 076 455 15 88",580
11987766,"Rollkragen Pullover, Nr. 3","Zu verkaufen ein Mädchen Rollkragen Pullover grösse 104. Wurde von einem Kind getragen. Kann in Kriens abgeholt werden oder gegen Porto.",3
11987765,"Snowboardschuh","Snowboardschuh Marke Scrub, schwarz, Grösse 34 2/3, gebraucht, muss abgeholt werden",20
11987763,"NEU Stieffelette silver von Mimmu Gr.41","Die Stiffelett für Damen von der Marke Mimmu hat sehr viel Stil. Die einzigartigen Details machen ihn zum eyecatcher schlechthin. Ob elegant oder sportlich diese Stifelette lässt Sie immer gut aussehen.
Die Laufsohle aus Leder zählt zu seinen Pluspunkten in Sachen Komfort und Nachgiebigkeit. Passt sich perfekt an Ihr Outfit an.

Material:
- Obermaterial : Leder
- Innenmaterial : Leder
- Decksohle : Leder
- Laufsohle : Leder

Masse:
- Absatzhöhe :  4.0cm
- Schafthöhe : 13.0cm

Bemerkungen: 
Der Schuhe wurde nur einmal kurz getragen. 
Aufgrund einer Fussgelenksverletzung kann er leider nicht mehr getragen werden.
NP: Fr. 279.00",150
11987762,"Bravo simon vintage 1980","Come da titolo vendo bravo simon.",30
11987761,"NIKE ACG Outdoorschuh 2 Paar","Grösse 41
ungetragener TOP Sportschuh, Wandern, Trekking, Walking etc.

Ladenpreis pro Schuh ca. 150.--
Jetz für beide",125
11987760,"Vendita casa famigliare","La casa è situata a Pianello del Lario, alto lago di Como (Italia). 
Il mappale è di 200 m quadri. L'edificio ha 50 anni. È composta da un appartamento al pian terreno e uno al primo piano entrambi di 3,5 locali. C'è la possibilità di elevare il sottotetto e ottenere un mansardato abitabile. La casa è con giardino, isolata in una zona verde non edificabile e libera da altre costruzioni in un raggio di 50 m. L'accesso è comodo, con strada carrozzabile a 20 m. C'è tranquillità e ottima vista sul lago e le montagne.
La certificazione energetica e l'aggiornamento catastale sono recenti. Si presta ad una riattazione con criteri odierni. 
Vendita al miglior offerente.
Tel 0041916473679 orari pasti",300000
11987759,"Hilti TE 3000-AVR","Ich verkaufe eine neue Hilti Maschiene.
Dazu gibt es noch div. zusatzzeile!
Bei intresse bitte melden!
Preis verhandelbar!",4500
11987758,"Neuwertige Beurer Babywaage Janosch","Wir bieten hier unsere völlig neuwertige Beurer Babywaage an. Wir haben sie nur in den ersten 8 Wochen genutzt und möchten Sie nun verkaufen.

Waage ist voll funktionstüchtig und hat keine sichtbaren Gebrauchsspuren. Wie neu!

Details der Waage:
° Babywaage mit gewölbter Weidefläche
° Großes, gut ablesbares LCD-Display: 75 x 30 mm
° Ziffernhöhe: 23 mm
° Automatische und manuelle Hold-Funktion zur Erfassung des Gewichts bei strampelnden Babys
° Leichte und einfache Reinigung
° Tara-Zuwiegefunktion
° 5 g Einteilung 
° 20 kg Tragkraft
° Abschaltautomatik
° Überlastungsanzeige
° Umstellung von kg/lb/oz
° Batterien sind inklusive.",45
11987757,"Kinder Skihelm","UVEX; Grösse XXS- 4650cm; Skihelm mit Pistenraupenmotiv, nur 1 Winter benutzt",20
11987756,"Joystick","NEW Joystick",50
11987755,"Vêtement pour chien","Vêtement pour chien, 33cm Pour mettre votre toutou en mode ""SECURITE""",5
11987753,"DNKY ( Donna Karan New York) Tasche","wenig gebraucht!",185
11987752,"10m S-Video Kabel Gold","Neuwertiges S-Video Kabel, ca 10 Meter mit Goldstecker. Neupreis CHF 70.

Preis inkl. Porto 35.- bei Vorauszahlung

Abholung für CHF 30 in 8136 oder nähe Bellevue Zürich möglich",35
11987749,"Trinkbrunnen für Katzen","Cate Mate Brunnen für Katzen zur Abholung und gegen Portoübernahme kann der Brunnen auch versandt werden",30
11987748,"Guess T Shirt Gr S","Original
Wie neu, nur 2x getrageb",25
11987747,"Mostpresse","Sehr alte Mostpresse",200
11987746,"Nintendo Wii","erkaufe selten gebrauchte Nintendo Wii Black Edition - 

- Spielkonsole 
- 2 x Wii remote controller schwarz 
1x Wii nunchuk schwarz
2x Spiele",100
11987745,"LOWEPRO DryZone Rover","Fotorucksack mit absolut wasserdichtem Kompartiment für Spieglereflexkamera mit 2-3 Objektiven. Zusätzlicher Bereich für Tagesausrüstung vorhanden.
Der Rucksack wurde 1x gebraucht und ist in Topzustand.",150
11987743,"Yes & no jake L","ist neu",5
